file,evaluation_id,sha256,bytes,frozen_specification_commit
contentbench/continuation/stats_contentbenchcontinuationrimevsopenairc4_9b4cd53a-d8bd-40eb-a151-58b1a9a06fc3.json,9b4cd53a-d8bd-40eb-a151-58b1a9a06fc3,bf9b95bba0e24e463cef9ab7d7f9c9aa517058ed4ce6e800e69aab35ea586ad5,566999,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/continuation/stats_contentbenchcontinuationrimevsopenairc4_9b4cd53a-d8bd-40eb-a151-58b1a9a06fc3_individual-responses.json,9b4cd53a-d8bd-40eb-a151-58b1a9a06fc3,f7a78bf8da29044ed9e2c7079a385c5e1f55d5c9afac86b8b19628ebb19c3f27,2208438,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevscartesiarc4_35dc0b68-9f90-4ab6-99f9-8d010c084782.json,35dc0b68-9f90-4ab6-99f9-8d010c084782,3b03aa1fcaba9f112fcbb1b386cfc02f665f5842643ee248cb68968f4509eaf8,257122,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevscartesiarc4_35dc0b68-9f90-4ab6-99f9-8d010c084782_individual-responses.json,35dc0b68-9f90-4ab6-99f9-8d010c084782,ef2a049568334ded1751d944623f9cc8d5993da81e5022b46b0538b149a341f5,1361043,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevsdeepgramrc4_e8f27449-44c1-43e7-905b-705aa232edac.json,e8f27449-44c1-43e7-905b-705aa232edac,611db0fbe6c9f09eb57db778e9b63ea3577942580db9af01fa79d43b22a8a1af,261233,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevsdeepgramrc4_e8f27449-44c1-43e7-905b-705aa232edac_individual-responses.json,e8f27449-44c1-43e7-905b-705aa232edac,97e457a8833e624555f6f36d3095ac9d24aafb04ee5298ae0442c395b6bca60e,1393168,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevselevenlabsrc4_3aecf06e-38a5-4cd3-b1a2-20e5c8136ae8.json,3aecf06e-38a5-4cd3-b1a2-20e5c8136ae8,109f709159b34a405007951efc9df3c660dbe952242c0926d0ec28e8d077ad66,265710,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevselevenlabsrc4_3aecf06e-38a5-4cd3-b1a2-20e5c8136ae8_individual-responses.json,3aecf06e-38a5-4cd3-b1a2-20e5c8136ae8,066e4befc35941bd623eb4b17b0a995b0e2e6deff8de5351037acf0dacc5e039,1421810,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevsopenairc4_447b7d94-1c90-4f58-b6ed-765be242a871.json,447b7d94-1c90-4f58-b6ed-765be242a871,9a0b252bdc31a9b6defd60a6cadc04234f547a7c60ce04938d972a142f380ada,260249,77bff1a2f2d50025a807b17ec70e62983dcc5895
contentbench/tranche/stats_contentbenchvariancetrancherimevsopenairc4_447b7d94-1c90-4f58-b6ed-765be242a871_individual-responses.json,447b7d94-1c90-4f58-b6ed-765be242a871,c7d801588dd2dd894ae79c6563a5a1774d37c700cbb17c4735cd791e91564dd8,1394708,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevscartesiarc4_ea362d5f-6608-4820-a4de-d081e44ac97b.json,ea362d5f-6608-4820-a4de-d081e44ac97b,24640932d1cc4218c19a9d5cc842717e5f17ceb77c5d19e0be047c8f9b096332,1098409,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevscartesiarc4_ea362d5f-6608-4820-a4de-d081e44ac97b_individual-responses.json,ea362d5f-6608-4820-a4de-d081e44ac97b,16635b7f4376120dd526191ff3cb0ab78b62296f108eddfe00f6dbab1c155bc5,2442723,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevsdeepgramrc4_c33aa063-86e1-443b-af5a-97a864f29e8d.json,c33aa063-86e1-443b-af5a-97a864f29e8d,7e2dbd3eb8ecf0dbbca000c5dfc42519307d13d09ce0a6b797e09eb2c8d719ea,1102665,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevsdeepgramrc4_c33aa063-86e1-443b-af5a-97a864f29e8d_individual-responses.json,c33aa063-86e1-443b-af5a-97a864f29e8d,2f40dde6b06a7f96494783b57e1b8719e26d0800448811a23af7a32327f8e608,2436590,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevsopenairc4r1_e7ccccbd-321f-479e-b7b5-2168f13e03af.json,e7ccccbd-321f-479e-b7b5-2168f13e03af,7f151c65d5d6e2c1b57541c658a1640f33cfb2b130e0aa5bd78df607b45d7dc6,1096447,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/continuation/stats_supportbenchcontinuationrimevsopenairc4r1_e7ccccbd-321f-479e-b7b5-2168f13e03af_individual-responses.json,e7ccccbd-321f-479e-b7b5-2168f13e03af,73736ebf4a1c216a2e643bb753237aa5d070617141a812cfc7050e7e4f0edff8,2440856,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/elevenlabs/stats_supportbenchrimevselevenlabs750x7v2_50883969-84ea-4cc1-ba82-4d8db09a7762.json,50883969-84ea-4cc1-ba82-4d8db09a7762,b14aa56789e37c73733623369666dc94b18932c87c5521aba5e445fb4d265a15,1482931,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/elevenlabs/stats_supportbenchrimevselevenlabs750x7v2_50883969-84ea-4cc1-ba82-4d8db09a7762_individual-responses.json,50883969-84ea-4cc1-ba82-4d8db09a7762,737ddf110ed996b72eb6e20bdf31b7e7d76baaafb61cabfcfd0c146fa70d67a1,7254201,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevscartesiarc4_006cf11f-de5a-400e-85c5-7512ff567682.json,006cf11f-de5a-400e-85c5-7512ff567682,a6ff1b1b5d3cc7d83506c738e8dcf3308867d388377ba011c5610b524a659047,223802,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevscartesiarc4_006cf11f-de5a-400e-85c5-7512ff567682_individual-responses.json,006cf11f-de5a-400e-85c5-7512ff567682,5b379cf05bbfb19bd180241d06cf4daf5732eee855203ef48001a2544ee5ef5b,1111487,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevsdeepgramrc4_b7c6c50a-4c11-420f-8839-d77825b36e94.json,b7c6c50a-4c11-420f-8839-d77825b36e94,5e843e0badc9c2f7c63857ef5375510e71c74a47a6d5172395779c1f03ca2417,230944,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevsdeepgramrc4_b7c6c50a-4c11-420f-8839-d77825b36e94_individual-responses.json,b7c6c50a-4c11-420f-8839-d77825b36e94,acf7f942a4a9632708ee346f32e8b645f773f69a594933533cbc7130261a6da8,1143251,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevsopenairc4_493b25c6-30ef-4508-a3d8-c9ebbc361d42.json,493b25c6-30ef-4508-a3d8-c9ebbc361d42,bf2bf3a965e0971ae9e86382fd05e5352a406a31a68bba3bb7d97eaf4a1a9a64,227455,77bff1a2f2d50025a807b17ec70e62983dcc5895
supportbench/tranche/stats_supportbenchvariancetrancherimevsopenairc4_493b25c6-30ef-4508-a3d8-c9ebbc361d42_individual-responses.json,493b25c6-30ef-4508-a3d8-c9ebbc361d42,b6a6d2d249534e6cdacee251919309bbafadcf97fcc469c6ebba08d9a0bd9214,1145499,77bff1a2f2d50025a807b17ec70e62983dcc5895
